Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month Name,Quarter,Days to Ship,Profit Margin %,Revenue per Unit,Discount %,Profit Flag,Margin Band
3177,CA-2021-4176,5/4/2021,5/8/2021,Second Class,CG-00064,Customer 064,Corporate,Minneapolis,Minnesota,Central,FUR-BOO-74305,Furniture,Bookcases,Bush Classic Bookcase,2199.89,11,0,243.98,2021,5,May,Q2,4,11.09,199.99,0,Profit,Medium Margin
3178,CA-2024-4177,4/2/2024,4/5/2024,Second Class,CG-00030,Customer 030,Consumer,Houston,Texas,Central,TEC-COP-16853,Technology,Copiers,Canon Copier,17999.88,12,0,3011.32,2024,4,April,Q2,3,16.73,1499.99,0,Profit,Medium Margin
3179,CA-2023-4178,5/27/2023,5/27/2023,Same Day,CG-00075,Customer 075,Consumer,Miami,Florida,South,OFF-STO-84261,Office Supplies,Storage,Sterilite Storage Box,209.86,14,0,43.22,2023,5,May,Q2,0,20.59,14.99,0,Profit,Medium Margin
3180,CA-2024-4179,5/8/2024,5/14/2024,Standard Class,CG-00107,Customer 107,Home Office,Columbus,Ohio,Central,OFF-PEN-15078,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,5.99,1,0,1.65,2024,5,May,Q2,6,27.55,5.99,0,Profit,High Margin
3181,CA-2023-4180,11/29/2023,12/2/2023,First Class,CG-00094,Customer 094,Corporate,Chicago,Illinois,Central,FUR-BOO-27109,Furniture,Bookcases,Bush Classic Bookcase,599.97,6,0.5,-25.21,2023,11,November,Q4,3,-4.2,100,50,Loss,Loss
3182,CA-2022-4181,2/9/2022,2/15/2022,Standard Class,CG-00014,Customer 014,Home Office,Nashville,Tennessee,South,OFF-LAB-16009,Office Supplies,Labels,Avery Labels,47.94,12,0.5,3.06,2022,2,February,Q1,6,6.38,3.99,50,Profit,Low Margin
3183,CA-2023-4182,12/26/2023,12/26/2023,Same Day,CG-00012,Customer 012,Consumer,Portland,Oregon,West,FUR-TAB-14394,Furniture,Tables,Bretford Table,719.99,1,0.4,-75.27,2023,12,December,Q4,0,-10.45,719.99,40,Loss,Loss
3184,CA-2021-4183,10/30/2021,10/30/2021,Same Day,CG-00040,Customer 040,Corporate,Detroit,Michigan,Central,OFF-PAP-98303,Office Supplies,Paper,Xerox Paper,192.42,11,0.3,41.2,2021,10,October,Q4,0,21.41,17.49,30,Profit,Medium Margin
3185,CA-2022-4184,10/18/2022,10/22/2022,Second Class,CG-00087,Customer 087,Consumer,Houston,Texas,Central,FUR-FUR-30573,Furniture,Furnishings,Eldon Desk Lamp,125.94,9,0.3,13.87,2022,10,October,Q4,4,11.01,13.99,30,Profit,Medium Margin
3186,CA-2022-4185,12/23/2022,12/27/2022,Second Class,CG-00046,Customer 046,Corporate,Charlotte,North Carolina,South,TEC-ACC-44121,Technology,Accessories,Plantronics Headset,1079.88,12,0,265.61,2022,12,December,Q4,4,24.6,89.99,0,Profit,Medium Margin
3187,CA-2022-4186,10/24/2022,10/27/2022,Second Class,CG-00007,Customer 007,Corporate,Boston,Massachusetts,East,OFF-ENV-12683,Office Supplies,Envelopes,Poly Envelopes,69.2,11,0.1,20.7,2022,10,October,Q4,3,29.91,6.29,10,Profit,High Margin
3188,CA-2021-4187,10/2/2021,10/2/2021,Same Day,CG-00083,Customer 083,Home Office,Chicago,Illinois,Central,FUR-TAB-55226,Furniture,Tables,Bretford Table,6599.94,11,0.5,-436.95,2021,10,October,Q4,0,-6.62,599.99,50,Loss,Loss
3189,CA-2023-4188,10/19/2023,10/22/2023,First Class,CG-00110,Customer 110,Home Office,Nashville,Tennessee,South,FUR-BOO-45906,Furniture,Bookcases,Sauder Bookcase,1249.95,10,0.5,-153.06,2023,10,October,Q4,3,-12.25,125,50,Loss,Loss
3190,CA-2023-4189,11/11/2023,11/15/2023,Second Class,CG-00073,Customer 073,Corporate,Boston,Massachusetts,East,OFF-ENV-12855,Office Supplies,Envelopes,Poly Envelopes,3.5,1,0.5,0.49,2023,11,November,Q4,4,14,3.5,50,Profit,Medium Margin
3191,CA-2022-4190,8/21/2022,8/24/2022,Second Class,CG-00009,Customer 009,Consumer,Charlotte,North Carolina,South,FUR-CHA-75898,Furniture,Chairs,Staples Chair,539.98,3,0.4,-49.5,2022,8,August,Q3,3,-9.17,179.99,40,Loss,Loss
3192,CA-2022-4191,12/16/2022,12/16/2022,Same Day,CG-00067,Customer 067,Corporate,New York City,New York,East,OFF-ENV-71547,Office Supplies,Envelopes,Kraft Envelopes,49.9,10,0,12.94,2022,12,December,Q4,0,25.93,4.99,0,Profit,High Margin
3193,CA-2023-4192,12/19/2023,12/22/2023,First Class,CG-00115,Customer 115,Corporate,Charlotte,North Carolina,South,FUR-TAB-47594,Furniture,Tables,Riverside Meeting Table,2879.97,4,0.2,133.3,2023,12,December,Q4,3,4.63,719.99,20,Profit,Low Margin
3194,CA-2023-4193,8/16/2023,8/23/2023,Standard Class,CG-00110,Customer 110,Home Office,Los Angeles,California,West,TEC-ACC-53093,Technology,Accessories,Belkin Cable,119.92,10,0.2,21.68,2023,8,August,Q3,7,18.08,11.99,20,Profit,Medium Margin
3195,CA-2023-4194,7/11/2023,7/14/2023,First Class,CG-00027,Customer 027,Consumer,Philadelphia,Pennsylvania,East,TEC-ACC-93515,Technology,Accessories,Plantronics Headset,179.98,2,0,31.02,2023,7,July,Q3,3,17.24,89.99,0,Profit,Medium Margin
3196,CA-2022-4195,9/24/2022,9/27/2022,Second Class,CG-00033,Customer 033,Consumer,Detroit,Michigan,Central,TEC-ACC-93315,Technology,Accessories,Logitech Keyboard,399.92,8,0,87.24,2022,9,September,Q3,3,21.81,49.99,0,Profit,Medium Margin
3197,CA-2023-4196,1/28/2023,2/3/2023,Standard Class,CG-00083,Customer 083,Home Office,Boston,Massachusetts,East,FUR-FUR-34314,Furniture,Furnishings,Eldon Desk Lamp,95.95,8,0.4,-11.33,2023,1,January,Q1,6,-11.81,11.99,40,Loss,Loss
3198,CA-2022-4197,6/7/2022,6/11/2022,Second Class,CG-00058,Customer 058,Corporate,Los Angeles,California,West,OFF-STO-43467,Office Supplies,Storage,Sterilite Storage Box,89.94,12,0.5,5.49,2022,6,June,Q2,4,6.1,7.5,50,Profit,Low Margin
3199,CA-2023-4198,11/18/2023,11/22/2023,Second Class,CG-00085,Customer 085,Corporate,Chicago,Illinois,Central,TEC-ACC-87190,Technology,Accessories,Belkin Cable,89.94,10,0.4,10.83,2023,11,November,Q4,4,12.04,8.99,40,Profit,Medium Margin
3200,CA-2022-4199,2/4/2022,2/4/2022,Same Day,CG-00047,Customer 047,Home Office,Columbus,Ohio,Central,FUR-TAB-69293,Furniture,Tables,Bretford Table,14399.88,12,0,1210.97,2022,2,February,Q1,0,8.41,1199.99,0,Profit,Low Margin
3201,CA-2023-4200,3/30/2023,4/2/2023,Second Class,CG-00054,Customer 054,Consumer,Houston,Texas,Central,OFF-STO-31750,Office Supplies,Storage,Iris Storage Case,159.94,8,0.2,43.5,2023,3,March,Q1,3,27.2,19.99,20,Profit,High Margin
3202,CA-2024-4201,1/18/2024,1/18/2024,Same Day,CG-00095,Customer 095,Home Office,Seattle,Washington,West,FUR-CHA-68454,Furniture,Chairs,Global Chair,3509.91,10,0.1,55.05,2024,1,January,Q1,0,1.57,350.99,10,Profit,Low Margin
3203,CA-2024-4202,9/24/2024,9/28/2024,Second Class,CG-00043,Customer 043,Corporate,Miami,Florida,South,TEC-COP-70921,Technology,Copiers,Canon Copier,7349.95,7,0.3,1760.81,2024,9,September,Q3,4,23.96,1049.99,30,Profit,Medium Margin
3204,CA-2021-4203,10/19/2021,10/24/2021,Standard Class,CG-00022,Customer 022,Corporate,Birmingham,Alabama,South,OFF-PEN-78393,Office Supplies,Pens & Art Supplies,Staedtler Markers,71.45,11,0.5,4.53,2021,10,October,Q4,5,6.34,6.5,50,Profit,Low Margin
3205,CA-2021-4204,1/11/2021,1/14/2021,First Class,CG-00030,Customer 030,Consumer,Boston,Massachusetts,East,FUR-CHA-10366,Furniture,Chairs,Global Chair,2105.95,6,0.1,290.77,2021,1,January,Q1,3,13.81,350.99,10,Profit,Medium Margin
3206,CA-2023-4205,2/24/2023,2/28/2023,Second Class,CG-00091,Customer 091,Corporate,Charlotte,North Carolina,South,TEC-COP-33460,Technology,Copiers,Canon Copier,5249.97,7,0.5,223.59,2023,2,February,Q1,4,4.26,750,50,Profit,Low Margin
3207,CA-2021-4206,7/1/2021,7/8/2021,Standard Class,CG-00086,Customer 086,Home Office,Chicago,Illinois,Central,TEC-COP-96026,Technology,Copiers,Canon Copier,750,1,0.5,32.83,2021,7,July,Q3,7,4.38,750,50,Profit,Low Margin
3208,CA-2024-4207,5/19/2024,5/22/2024,Second Class,CG-00111,Customer 111,Consumer,Columbus,Ohio,Central,TEC-MAC-87819,Technology,Machines,HP Printer,4319.93,12,0.4,405.92,2024,5,May,Q2,3,9.4,359.99,40,Profit,Low Margin
3209,CA-2022-4208,10/9/2022,10/9/2022,Same Day,CG-00071,Customer 071,Home Office,Houston,Texas,Central,TEC-ACC-68557,Technology,Accessories,Logitech Keyboard,549.89,11,0,149.33,2022,10,October,Q4,0,27.16,49.99,0,Profit,High Margin
3210,CA-2023-4209,7/12/2023,7/16/2023,Second Class,CG-00001,Customer 001,Corporate,Miami,Florida,South,OFF-ENV-80993,Office Supplies,Envelopes,Poly Envelopes,14.68,3,0.3,3.2,2023,7,July,Q3,4,21.8,4.89,30,Profit,Medium Margin
3211,CA-2021-4210,8/31/2021,9/5/2021,Standard Class,CG-00058,Customer 058,Corporate,Los Angeles,California,West,OFF-PEN-45899,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,20.96,5,0.3,5.6,2021,8,August,Q3,5,26.72,4.19,30,Profit,High Margin
3212,CA-2021-4211,6/8/2021,6/8/2021,Same Day,CG-00102,Customer 102,Consumer,New York City,New York,East,TEC-MAC-45431,Technology,Machines,HP Printer,1919.97,4,0.2,564.9,2021,6,June,Q2,0,29.42,479.99,20,Profit,High Margin
3213,CA-2021-4212,6/16/2021,6/21/2021,Standard Class,CG-00044,Customer 044,Home Office,Nashville,Tennessee,South,TEC-MAC-58515,Technology,Machines,Brother Fax Machine,1679.96,7,0.4,83.01,2021,6,June,Q2,5,4.94,239.99,40,Profit,Low Margin
3214,CA-2023-4213,7/27/2023,7/30/2023,Second Class,CG-00062,Customer 062,Home Office,Houston,Texas,Central,FUR-BOO-66783,Furniture,Bookcases,Bush Classic Bookcase,1259.94,9,0.3,122.4,2023,7,July,Q3,3,9.71,139.99,30,Profit,Low Margin
3215,CA-2021-4214,11/8/2021,11/11/2021,Second Class,CG-00115,Customer 115,Corporate,Atlanta,Georgia,South,FUR-BOO-93423,Furniture,Bookcases,Sauder Bookcase,149.99,1,0.4,-2.9,2021,11,November,Q4,3,-1.93,149.99,40,Loss,Loss
3216,CA-2023-4215,2/8/2023,2/10/2023,First Class,CG-00108,Customer 108,Consumer,Newark,New Jersey,East,FUR-BOO-81194,Furniture,Bookcases,Bush Classic Bookcase,1999.9,10,0,295.27,2023,2,February,Q1,2,14.76,199.99,0,Profit,Medium Margin
3217,CA-2024-4216,12/23/2024,12/30/2024,Standard Class,CG-00075,Customer 075,Consumer,Los Angeles,California,West,TEC-COP-56087,Technology,Copiers,Canon Copier,20999.86,14,0,4553.83,2024,12,December,Q4,7,21.69,1499.99,0,Profit,Medium Margin
3218,CA-2021-4217,4/14/2021,4/14/2021,Same Day,CG-00078,Customer 078,Consumer,Philadelphia,Pennsylvania,East,OFF-LAB-53471,Office Supplies,Labels,Avery Labels,79.9,10,0,19.61,2021,4,April,Q2,0,24.54,7.99,0,Profit,Medium Margin
3219,CA-2021-4218,9/2/2021,9/2/2021,Same Day,CG-00078,Customer 078,Consumer,Atlanta,Georgia,South,FUR-BOO-68086,Furniture,Bookcases,Sauder Bookcase,149.99,1,0.4,-6.6,2021,9,September,Q3,0,-4.4,149.99,40,Loss,Loss
3220,CA-2024-4219,1/31/2024,1/31/2024,Same Day,CG-00111,Customer 111,Consumer,Seattle,Washington,West,TEC-ACC-77255,Technology,Accessories,Plantronics Headset,494.94,11,0.5,37.69,2024,1,January,Q1,0,7.62,44.99,50,Profit,Low Margin
3221,CA-2022-4220,9/29/2022,9/29/2022,Same Day,CG-00100,Customer 100,Corporate,Las Vegas,Nevada,West,OFF-STO-79603,Office Supplies,Storage,Iris Storage Case,179.93,12,0.4,24.41,2022,9,September,Q3,0,13.57,14.99,40,Profit,Medium Margin
3222,CA-2023-4221,6/2/2023,6/6/2023,Second Class,CG-00090,Customer 090,Consumer,Los Angeles,California,West,FUR-FUR-52526,Furniture,Furnishings,Eldon Desk Lamp,49.97,5,0.5,-1.14,2023,6,June,Q2,4,-2.28,9.99,50,Loss,Loss
3223,CA-2024-4222,4/24/2024,4/26/2024,First Class,CG-00110,Customer 110,Home Office,Las Vegas,Nevada,West,OFF-PAP-18603,Office Supplies,Paper,Hammermill Copy Paper,293.9,14,0.3,77.08,2024,4,April,Q2,2,26.23,20.99,30,Profit,High Margin
3224,CA-2023-4223,12/5/2023,12/11/2023,Standard Class,CG-00117,Customer 117,Consumer,Portland,Oregon,West,OFF-PEN-93979,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,11.98,4,0.5,0.8,2023,12,December,Q4,6,6.68,3,50,Profit,Low Margin
3225,CA-2022-4224,10/30/2022,11/6/2022,Standard Class,CG-00085,Customer 085,Corporate,Los Angeles,California,West,OFF-STO-93713,Office Supplies,Storage,Iris Storage Case,49.98,4,0.5,10.12,2022,10,October,Q4,7,20.25,12.5,50,Profit,Medium Margin
3226,CA-2021-4225,6/25/2021,6/28/2021,Second Class,CG-00014,Customer 014,Home Office,Philadelphia,Pennsylvania,East,OFF-STO-13451,Office Supplies,Storage,Sterilite Storage Box,37.48,5,0.5,5.4,2021,6,June,Q2,3,14.41,7.5,50,Profit,Medium Margin
3227,CA-2022-4226,9/15/2022,9/15/2022,Same Day,CG-00077,Customer 077,Home Office,Houston,Texas,Central,OFF-ENV-53071,Office Supplies,Envelopes,Poly Envelopes,12.58,2,0.1,3.74,2022,9,September,Q3,0,29.73,6.29,10,Profit,High Margin
3228,CA-2021-4227,11/15/2021,11/15/2021,Same Day,CG-00080,Customer 080,Home Office,Las Vegas,Nevada,West,TEC-PHO-91740,Technology,Phones,Apple iPhone,4049.95,9,0.4,561.25,2021,11,November,Q4,0,13.86,449.99,40,Profit,Medium Margin
3229,CA-2021-4228,4/13/2021,4/13/2021,Same Day,CG-00040,Customer 040,Corporate,Boston,Massachusetts,East,TEC-COP-22585,Technology,Copiers,HP Copier,1299.99,2,0.5,141.55,2021,4,April,Q2,0,10.89,650,50,Profit,Medium Margin
3230,CA-2024-4229,11/3/2024,11/7/2024,Second Class,CG-00001,Customer 001,Corporate,Nashville,Tennessee,South,FUR-CHA-78010,Furniture,Chairs,Hon Deluxe Chair,4199.92,12,0.3,370.25,2024,11,November,Q4,4,8.82,349.99,30,Profit,Low Margin
3231,CA-2022-4230,7/28/2022,8/3/2022,Standard Class,CG-00092,Customer 092,Home Office,Detroit,Michigan,Central,FUR-BOO-14388,Furniture,Bookcases,Bush Classic Bookcase,799.96,4,0,27.67,2022,7,July,Q3,6,3.46,199.99,0,Profit,Low Margin
3232,CA-2023-4231,1/19/2023,1/26/2023,Standard Class,CG-00058,Customer 058,Corporate,Minneapolis,Minnesota,Central,TEC-COP-29966,Technology,Copiers,Canon Copier,13199.91,11,0.2,3123.31,2023,1,January,Q1,7,23.66,1199.99,20,Profit,Medium Margin
3233,CA-2024-4232,7/21/2024,7/21/2024,Same Day,CG-00079,Customer 079,Corporate,Minneapolis,Minnesota,Central,OFF-STO-33743,Office Supplies,Storage,Sterilite Storage Box,89.94,6,0,26.52,2024,7,July,Q3,0,29.49,14.99,0,Profit,High Margin
3234,CA-2021-4233,3/19/2021,3/24/2021,Standard Class,CG-00030,Customer 030,Consumer,Portland,Oregon,West,TEC-ACC-68073,Technology,Accessories,Plantronics Headset,584.93,13,0.5,58.26,2021,3,March,Q1,5,9.96,44.99,50,Profit,Low Margin
3235,CA-2023-4234,8/28/2023,9/4/2023,Standard Class,CG-00109,Customer 109,Corporate,Las Vegas,Nevada,West,TEC-ACC-90871,Technology,Accessories,Plantronics Headset,692.92,11,0.3,177.53,2023,8,August,Q3,7,25.62,62.99,30,Profit,High Margin
3236,CA-2022-4235,6/25/2022,6/29/2022,Second Class,CG-00069,Customer 069,Consumer,Los Angeles,California,West,FUR-CHA-25822,Furniture,Chairs,Staples Chair,1259.96,6,0.3,96.5,2022,6,June,Q2,4,7.66,209.99,30,Profit,Low Margin
3237,CA-2024-4236,5/17/2024,5/19/2024,First Class,CG-00027,Customer 027,Consumer,Columbus,Ohio,Central,FUR-TAB-71676,Furniture,Tables,Riverside Meeting Table,5399.94,6,0,435.43,2024,5,May,Q2,2,8.06,899.99,0,Profit,Low Margin
3238,CA-2022-4237,3/18/2022,3/18/2022,Same Day,CG-00041,Customer 041,Home Office,Portland,Oregon,West,FUR-TAB-46537,Furniture,Tables,Riverside Meeting Table,2879.97,4,0.2,316.22,2022,3,March,Q1,0,10.98,719.99,20,Profit,Medium Margin
3239,CA-2021-4238,7/16/2021,7/20/2021,Second Class,CG-00102,Customer 102,Consumer,Charlotte,North Carolina,South,OFF-PAP-74334,Office Supplies,Paper,Hammermill Copy Paper,107.96,4,0.1,28.18,2021,7,July,Q3,4,26.1,26.99,10,Profit,High Margin
3240,CA-2021-4239,1/26/2021,1/26/2021,Same Day,CG-00099,Customer 099,Consumer,Minneapolis,Minnesota,Central,FUR-BOO-90360,Furniture,Bookcases,Bush Classic Bookcase,999.95,5,0,76.37,2021,1,January,Q1,0,7.64,199.99,0,Profit,Low Margin
3241,CA-2024-4240,10/22/2024,10/26/2024,Second Class,CG-00047,Customer 047,Home Office,Minneapolis,Minnesota,Central,OFF-ENV-85568,Office Supplies,Envelopes,Poly Envelopes,13.98,4,0.5,0.82,2024,10,October,Q4,4,5.87,3.5,50,Profit,Low Margin
3242,CA-2023-4241,5/27/2023,5/31/2023,Second Class,CG-00093,Customer 093,Consumer,Las Vegas,Nevada,West,FUR-CHA-56145,Furniture,Chairs,Hon Deluxe Chair,4499.91,9,0,580.32,2023,5,May,Q2,4,12.9,499.99,0,Profit,Medium Margin
3243,CA-2021-4242,10/6/2021,10/6/2021,Same Day,CG-00053,Customer 053,Home Office,Charlotte,North Carolina,South,FUR-CHA-58508,Furniture,Chairs,Staples Chair,1199.96,4,0,120.46,2021,10,October,Q4,0,10.04,299.99,0,Profit,Medium Margin
3244,CA-2023-4243,7/10/2023,7/15/2023,Standard Class,CG-00107,Customer 107,Home Office,Detroit,Michigan,Central,OFF-PEN-81410,Office Supplies,Pens & Art Supplies,Staedtler Markers,70.15,9,0.4,6.08,2023,7,July,Q3,5,8.67,7.79,40,Profit,Low Margin
3245,CA-2023-4244,9/26/2023,10/1/2023,Standard Class,CG-00002,Customer 002,Home Office,Newark,New Jersey,East,FUR-TAB-33047,Furniture,Tables,Riverside Meeting Table,10799.88,12,0,1114.63,2023,9,September,Q3,5,10.32,899.99,0,Profit,Medium Margin
3246,CA-2022-4245,4/2/2022,4/2/2022,Same Day,CG-00109,Customer 109,Corporate,Las Vegas,Nevada,West,OFF-PEN-53538,Office Supplies,Pens & Art Supplies,Staedtler Markers,25.98,2,0,7.77,2022,4,April,Q2,0,29.91,12.99,0,Profit,High Margin
3247,CA-2023-4246,2/25/2023,2/28/2023,Second Class,CG-00070,Customer 070,Corporate,Portland,Oregon,West,OFF-PEN-27237,Office Supplies,Pens & Art Supplies,Staedtler Markers,77.94,10,0.4,5.71,2023,2,February,Q1,3,7.33,7.79,40,Profit,Low Margin
3248,CA-2023-4247,11/27/2023,12/3/2023,Standard Class,CG-00006,Customer 006,Consumer,Birmingham,Alabama,South,TEC-ACC-88489,Technology,Accessories,Belkin Cable,52.46,5,0.3,8.19,2023,11,November,Q4,6,15.61,10.49,30,Profit,Medium Margin
3249,CA-2023-4248,2/27/2023,3/2/2023,Second Class,CG-00010,Customer 010,Corporate,Atlanta,Georgia,South,TEC-COP-50124,Technology,Copiers,Canon Copier,17999.88,12,0,3918.78,2023,2,February,Q1,3,21.77,1499.99,0,Profit,Medium Margin
3250,CA-2023-4249,2/4/2023,2/4/2023,Same Day,CG-00054,Customer 054,Consumer,Los Angeles,California,West,OFF-LAB-95372,Office Supplies,Labels,Avery Address Labels,65.93,11,0.4,12.65,2023,2,February,Q1,0,19.19,5.99,40,Profit,Medium Margin
3251,CA-2022-4250,10/10/2022,10/17/2022,Standard Class,CG-00010,Customer 010,Corporate,Seattle,Washington,West,OFF-PAP-98783,Office Supplies,Paper,Hammermill Copy Paper,161.95,9,0.4,27.43,2022,10,October,Q4,7,16.94,17.99,40,Profit,Medium Margin
3252,CA-2023-4251,12/12/2023,12/17/2023,Standard Class,CG-00013,Customer 013,Corporate,Minneapolis,Minnesota,Central,TEC-ACC-62462,Technology,Accessories,Plantronics Headset,80.99,1,0.1,21.22,2023,12,December,Q4,5,26.2,80.99,10,Profit,High Margin
3253,CA-2023-4252,4/28/2023,5/5/2023,Standard Class,CG-00034,Customer 034,Corporate,Chicago,Illinois,Central,OFF-PAP-36005,Office Supplies,Paper,Hammermill Copy Paper,53.98,3,0.4,9.92,2023,4,April,Q2,7,18.38,17.99,40,Profit,Medium Margin
3254,CA-2024-4253,12/26/2024,12/26/2024,Same Day,CG-00111,Customer 111,Consumer,Los Angeles,California,West,TEC-PHO-76099,Technology,Phones,Cisco Phone,239.99,1,0.2,43.18,2024,12,December,Q4,0,17.99,239.99,20,Profit,Medium Margin
3255,CA-2022-4254,9/1/2022,9/5/2022,Second Class,CG-00043,Customer 043,Corporate,Birmingham,Alabama,South,TEC-MAC-25367,Technology,Machines,HP Printer,5399.91,9,0,1233.45,2022,9,September,Q3,4,22.84,599.99,0,Profit,Medium Margin
3256,CA-2021-4255,3/9/2021,3/16/2021,Standard Class,CG-00060,Customer 060,Consumer,Phoenix,Arizona,West,FUR-TAB-26127,Furniture,Tables,Riverside Meeting Table,1619.98,3,0.4,-148.19,2021,3,March,Q1,7,-9.15,539.99,40,Loss,Loss
3257,CA-2024-4256,11/17/2024,11/17/2024,Same Day,CG-00028,Customer 028,Corporate,Philadelphia,Pennsylvania,East,TEC-ACC-27423,Technology,Accessories,Plantronics Headset,89.99,2,0.5,6.67,2024,11,November,Q4,0,7.41,45,50,Profit,Low Margin
3258,CA-2023-4257,7/7/2023,7/13/2023,Standard Class,CG-00112,Customer 112,Corporate,Las Vegas,Nevada,West,OFF-STO-20401,Office Supplies,Storage,Sterilite Storage Box,94.44,9,0.3,28.02,2023,7,July,Q3,6,29.67,10.49,30,Profit,High Margin
3259,CA-2021-4258,12/8/2021,12/14/2021,Standard Class,CG-00110,Customer 110,Home Office,Houston,Texas,Central,OFF-PEN-69444,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,10.78,3,0.4,0.74,2021,12,December,Q4,6,6.86,3.59,40,Profit,Low Margin
3260,CA-2024-4259,3/6/2024,3/11/2024,Standard Class,CG-00013,Customer 013,Corporate,New York City,New York,East,FUR-FUR-52448,Furniture,Furnishings,Eldon Desk Lamp,35.98,2,0.1,2.32,2024,3,March,Q1,5,6.45,17.99,10,Profit,Low Margin
3261,CA-2024-4260,7/29/2024,8/1/2024,Second Class,CG-00010,Customer 010,Corporate,Las Vegas,Nevada,West,FUR-TAB-84145,Furniture,Tables,Riverside Meeting Table,9899.89,11,0,1285.78,2024,7,July,Q3,3,12.99,899.99,0,Profit,Medium Margin
3262,CA-2022-4261,10/1/2022,10/6/2022,Standard Class,CG-00079,Customer 079,Corporate,Miami,Florida,South,TEC-ACC-14699,Technology,Accessories,Logitech Keyboard,199.96,8,0.5,3.28,2022,10,October,Q4,5,1.64,25,50,Profit,Low Margin
3263,CA-2023-4262,10/3/2023,10/7/2023,Second Class,CG-00007,Customer 007,Corporate,Boston,Massachusetts,East,TEC-ACC-99810,Technology,Accessories,Belkin Cable,80.95,6,0.1,14.66,2023,10,October,Q4,4,18.11,13.49,10,Profit,Medium Margin
3264,CA-2022-4263,2/28/2022,3/3/2022,First Class,CG-00091,Customer 091,Corporate,Las Vegas,Nevada,West,FUR-BOO-14674,Furniture,Bookcases,Bush Classic Bookcase,799.96,5,0.2,49.34,2022,2,February,Q1,3,6.17,159.99,20,Profit,Low Margin
3265,CA-2021-4264,9/2/2021,9/2/2021,Same Day,CG-00086,Customer 086,Home Office,Newark,New Jersey,East,FUR-TAB-96183,Furniture,Tables,Riverside Meeting Table,2699.97,3,0,253.13,2021,9,September,Q3,0,9.38,899.99,0,Profit,Low Margin
3266,CA-2023-4265,6/27/2023,6/30/2023,Second Class,CG-00001,Customer 001,Corporate,Charlotte,North Carolina,South,FUR-TAB-84326,Furniture,Tables,Bretford Table,7919.93,11,0.4,-655.52,2023,6,June,Q2,3,-8.28,719.99,40,Loss,Loss
3267,CA-2022-4266,5/5/2022,5/8/2022,Second Class,CG-00102,Customer 102,Consumer,Atlanta,Georgia,South,TEC-MAC-46431,Technology,Machines,Brother Fax Machine,1439.96,4,0.1,339.47,2022,5,May,Q2,3,23.57,359.99,10,Profit,Medium Margin
3268,CA-2024-4267,4/19/2024,4/21/2024,First Class,CG-00004,Customer 004,Corporate,Houston,Texas,Central,OFF-PAP-73981,Office Supplies,Paper,Xerox Paper,149.94,6,0,32.82,2024,4,April,Q2,2,21.89,24.99,0,Profit,Medium Margin
3269,CA-2022-4268,9/28/2022,9/28/2022,Same Day,CG-00035,Customer 035,Home Office,Charlotte,North Carolina,South,FUR-CHA-85700,Furniture,Chairs,Staples Chair,1049.96,5,0.3,141.84,2022,9,September,Q3,0,13.51,209.99,30,Profit,Medium Margin
3270,CA-2023-4269,1/9/2023,1/11/2023,First Class,CG-00008,Customer 008,Home Office,Richmond,Virginia,East,FUR-CHA-37998,Furniture,Chairs,Staples Chair,899.97,3,0,17.31,2023,1,January,Q1,2,1.92,299.99,0,Profit,Low Margin
3271,CA-2022-4270,12/14/2022,12/21/2022,Standard Class,CG-00096,Customer 096,Consumer,Richmond,Virginia,East,FUR-FUR-14239,Furniture,Furnishings,Fiskars Scissors,55.94,8,0.3,1.29,2022,12,December,Q4,7,2.31,6.99,30,Profit,Low Margin
3272,CA-2024-4271,3/30/2024,4/3/2024,Second Class,CG-00082,Customer 082,Corporate,Houston,Texas,Central,OFF-LAB-61308,Office Supplies,Labels,Avery Labels,87.89,11,0,26.74,2024,3,March,Q1,4,30.42,7.99,0,Profit,High Margin
3273,CA-2024-4272,10/11/2024,10/14/2024,First Class,CG-00055,Customer 055,Corporate,Atlanta,Georgia,South,FUR-TAB-43697,Furniture,Tables,Riverside Meeting Table,6299.93,14,0.5,-837.58,2024,10,October,Q4,3,-13.3,450,50,Loss,Loss
3274,CA-2021-4273,3/3/2021,3/7/2021,Second Class,CG-00037,Customer 037,Corporate,Nashville,Tennessee,South,OFF-BIN-48203,Office Supplies,Binders,Cardinal Binder,116.87,13,0,36.63,2021,3,March,Q1,4,31.34,8.99,0,Profit,High Margin
3275,CA-2024-4274,12/26/2024,12/26/2024,Same Day,CG-00044,Customer 044,Home Office,Los Angeles,California,West,OFF-PEN-56547,Office Supplies,Pens & Art Supplies,Staedtler Markers,12.99,1,0,2.76,2024,12,December,Q4,0,21.25,12.99,0,Profit,Medium Margin
