Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1946,CA-2021-2945,2021-06-24,2021-06-28,Second Class,CG-00056,Customer 056,Home Office,Chicago,Illinois,Central,FUR-CHA-95612,Furniture,Chairs,Global Chair,5459.86,14,0.0,571.49
1947,CA-2024-2946,2024-04-13,2024-04-13,Same Day,CG-00042,Customer 042,Consumer,Boston,Massachusetts,East,FUR-CHA-71302,Furniture,Chairs,Global Chair,3899.9,10,0.0,247.54
1948,CA-2022-2947,2022-11-27,2022-12-03,Standard Class,CG-00066,Customer 066,Consumer,Boston,Massachusetts,East,FUR-CHA-17022,Furniture,Chairs,Global Chair,2339.94,12,0.5,-259.06
1949,CA-2024-2948,2024-06-20,2024-06-23,Second Class,CG-00051,Customer 051,Consumer,Newark,New Jersey,East,OFF-PAP-67035,Office Supplies,Paper,Xerox Paper,162.44,13,0.5,11.71
1950,CA-2021-2949,2021-02-25,2021-02-28,First Class,CG-00001,Customer 001,Corporate,Charlotte,North Carolina,South,OFF-STO-58910,Office Supplies,Storage,Sterilite Storage Box,188.87,14,0.1,40.32
1951,CA-2022-2950,2022-07-16,2022-07-18,First Class,CG-00001,Customer 001,Corporate,Las Vegas,Nevada,West,TEC-ACC-74797,Technology,Accessories,Belkin Cable,134.91,9,0.0,37.51
1952,CA-2022-2951,2022-09-27,2022-09-30,First Class,CG-00065,Customer 065,Home Office,Nashville,Tennessee,South,OFF-BIN-95009,Office Supplies,Binders,Avery Binder,168.87,13,0.0,41.51
1953,CA-2024-2952,2024-05-23,2024-05-27,Second Class,CG-00087,Customer 087,Consumer,Columbus,Ohio,Central,TEC-PHO-29162,Technology,Phones,Cisco Phone,719.98,4,0.4,54.9
1954,CA-2021-2953,2021-07-17,2021-07-22,Standard Class,CG-00058,Customer 058,Corporate,Los Angeles,California,West,FUR-BOO-41940,Furniture,Bookcases,Bush Classic Bookcase,639.97,4,0.2,39.23
1955,CA-2021-2954,2021-07-25,2021-07-27,First Class,CG-00013,Customer 013,Corporate,Phoenix,Arizona,West,TEC-ACC-40939,Technology,Accessories,Logitech Keyboard,149.97,3,0.0,39.09
1956,CA-2022-2955,2022-02-08,2022-02-15,Standard Class,CG-00093,Customer 093,Consumer,Atlanta,Georgia,South,OFF-BIN-80447,Office Supplies,Binders,Avery Binder,129.9,10,0.0,39.27
1957,CA-2024-2956,2024-12-07,2024-12-07,Same Day,CG-00060,Customer 060,Consumer,Detroit,Michigan,Central,OFF-LAB-16051,Office Supplies,Labels,Avery Labels,7.99,1,0.0,2.06
1958,CA-2021-2957,2021-06-15,2021-06-17,First Class,CG-00061,Customer 061,Corporate,Boston,Massachusetts,East,FUR-FUR-45257,Furniture,Furnishings,Eldon Desk Lamp,125.94,9,0.3,17.09
1959,CA-2021-2958,2021-02-26,2021-02-28,First Class,CG-00059,Customer 059,Home Office,Richmond,Virginia,East,OFF-BIN-86564,Office Supplies,Binders,Avery Binder,168.87,13,0.0,50.38
1960,CA-2024-2959,2024-08-09,2024-08-12,First Class,CG-00054,Customer 054,Consumer,Atlanta,Georgia,South,TEC-COP-54358,Technology,Copiers,HP Copier,9099.93,7,0.0,2138.54
1961,CA-2023-2960,2023-07-18,2023-07-18,Same Day,CG-00057,Customer 057,Consumer,Miami,Florida,South,TEC-COP-65791,Technology,Copiers,Canon Copier,4199.97,4,0.3,861.49
1962,CA-2021-2961,2021-10-03,2021-10-03,Same Day,CG-00004,Customer 004,Corporate,Columbus,Ohio,Central,OFF-PAP-22903,Office Supplies,Paper,Xerox Paper,49.98,4,0.5,8.35
1963,CA-2021-2962,2021-04-06,2021-04-09,Second Class,CG-00088,Customer 088,Corporate,Detroit,Michigan,Central,FUR-BOO-61246,Furniture,Bookcases,Sauder Bookcase,1749.93,7,0.0,138.48
1964,CA-2022-2963,2022-02-24,2022-02-28,Second Class,CG-00010,Customer 010,Corporate,Nashville,Tennessee,South,FUR-BOO-92078,Furniture,Bookcases,Bush Classic Bookcase,2199.89,11,0.0,134.61
1965,CA-2022-2964,2022-08-29,2022-09-02,Second Class,CG-00027,Customer 027,Consumer,Charlotte,North Carolina,South,OFF-BIN-60895,Office Supplies,Binders,Cardinal Binder,32.36,6,0.4,4.39
1966,CA-2024-2965,2024-03-03,2024-03-03,Same Day,CG-00028,Customer 028,Corporate,Birmingham,Alabama,South,TEC-ACC-13710,Technology,Accessories,Plantronics Headset,404.95,5,0.1,88.26
1967,CA-2024-2966,2024-05-20,2024-05-23,Second Class,CG-00098,Customer 098,Home Office,Minneapolis,Minnesota,Central,FUR-TAB-96680,Furniture,Tables,Riverside Meeting Table,9899.89,11,0.0,766.08
1968,CA-2021-2967,2021-04-29,2021-04-29,Same Day,CG-00009,Customer 009,Consumer,Newark,New Jersey,East,FUR-FUR-85891,Furniture,Furnishings,Eldon Desk Lamp,39.98,2,0.0,3.46
1969,CA-2021-2968,2021-12-15,2021-12-18,Second Class,CG-00062,Customer 062,Home Office,Richmond,Virginia,East,FUR-CHA-80316,Furniture,Chairs,Staples Chair,299.99,2,0.5,-12.16
1970,CA-2023-2969,2023-04-01,2023-04-07,Standard Class,CG-00068,Customer 068,Home Office,Minneapolis,Minnesota,Central,OFF-PEN-91825,Office Supplies,Pens & Art Supplies,Staedtler Markers,129.9,10,0.0,32.78
1971,CA-2021-2970,2021-10-04,2021-10-10,Standard Class,CG-00036,Customer 036,Consumer,Charlotte,North Carolina,South,OFF-PEN-82468,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,59.9,10,0.0,21.22
1972,CA-2021-2971,2021-01-20,2021-01-20,Same Day,CG-00081,Customer 081,Consumer,Detroit,Michigan,Central,FUR-CHA-36229,Furniture,Chairs,Hon Deluxe Chair,6999.86,14,0.0,211.57
1973,CA-2023-2972,2023-08-03,2023-08-05,First Class,CG-00096,Customer 096,Consumer,Miami,Florida,South,OFF-STO-89796,Office Supplies,Storage,Iris Storage Case,157.44,7,0.1,43.8
1974,CA-2024-2973,2024-02-23,2024-02-28,Standard Class,CG-00051,Customer 051,Consumer,Los Angeles,California,West,FUR-TAB-75482,Furniture,Tables,Riverside Meeting Table,1079.99,2,0.4,3.96
1975,CA-2022-2974,2022-12-14,2022-12-17,Second Class,CG-00050,Customer 050,Home Office,Seattle,Washington,West,OFF-BIN-20077,Office Supplies,Binders,Avery Binder,72.74,8,0.3,17.83
1976,CA-2021-2975,2021-03-17,2021-03-23,Standard Class,CG-00061,Customer 061,Corporate,Phoenix,Arizona,West,OFF-ENV-58702,Office Supplies,Envelopes,Kraft Envelopes,31.44,9,0.3,8.82
1977,CA-2022-2976,2022-12-01,2022-12-01,Same Day,CG-00062,Customer 062,Home Office,Chicago,Illinois,Central,TEC-ACC-52225,Technology,Accessories,Plantronics Headset,818.91,13,0.3,131.74
1978,CA-2022-2977,2022-07-12,2022-07-19,Standard Class,CG-00072,Customer 072,Consumer,Newark,New Jersey,East,OFF-LAB-23932,Office Supplies,Labels,Avery Labels,111.86,14,0.0,34.79
1979,CA-2023-2978,2023-04-12,2023-04-17,Standard Class,CG-00074,Customer 074,Home Office,Columbus,Ohio,Central,OFF-BIN-82726,Office Supplies,Binders,Avery Binder,45.46,5,0.3,10.91
1980,CA-2022-2979,2022-10-05,2022-10-05,Same Day,CG-00002,Customer 002,Home Office,Birmingham,Alabama,South,OFF-STO-91495,Office Supplies,Storage,Iris Storage Case,14.99,1,0.4,2.39
1981,CA-2022-2980,2022-09-19,2022-09-21,First Class,CG-00081,Customer 081,Consumer,Houston,Texas,Central,TEC-ACC-24104,Technology,Accessories,Belkin Cable,59.96,8,0.5,5.42
1982,CA-2022-2981,2022-01-21,2022-01-24,First Class,CG-00052,Customer 052,Corporate,New York City,New York,East,FUR-TAB-35180,Furniture,Tables,Bretford Table,4199.97,7,0.5,-590.86
1983,CA-2024-2982,2024-11-19,2024-11-23,Second Class,CG-00091,Customer 091,Corporate,Houston,Texas,Central,TEC-ACC-27380,Technology,Accessories,Logitech Keyboard,549.89,11,0.0,133.05
1984,CA-2022-2983,2022-07-08,2022-07-15,Standard Class,CG-00053,Customer 053,Home Office,Seattle,Washington,West,TEC-ACC-50982,Technology,Accessories,Logitech Keyboard,249.95,5,0.0,39.77
1985,CA-2024-2984,2024-01-20,2024-01-27,Standard Class,CG-00035,Customer 035,Home Office,Portland,Oregon,West,TEC-MAC-97739,Technology,Machines,HP Printer,6599.89,11,0.0,1112.75
1986,CA-2022-2985,2022-07-27,2022-07-30,Second Class,CG-00057,Customer 057,Consumer,Charlotte,North Carolina,South,TEC-PHO-97596,Technology,Phones,Apple iPhone,5399.93,12,0.4,505.46
1987,CA-2022-2986,2022-11-20,2022-11-20,Same Day,CG-00014,Customer 014,Home Office,Detroit,Michigan,Central,OFF-PAP-35234,Office Supplies,Paper,Hammermill Copy Paper,239.92,8,0.0,60.7
1988,CA-2024-2987,2024-07-27,2024-07-31,Second Class,CG-00088,Customer 088,Corporate,Richmond,Virginia,East,FUR-FUR-97477,Furniture,Furnishings,Eldon Desk Lamp,279.86,14,0.0,2.54
1989,CA-2022-2988,2022-02-13,2022-02-16,First Class,CG-00024,Customer 024,Consumer,Los Angeles,California,West,TEC-ACC-72951,Technology,Accessories,Plantronics Headset,377.96,7,0.4,22.65
1990,CA-2024-2989,2024-09-21,2024-09-21,Same Day,CG-00073,Customer 073,Corporate,Chicago,Illinois,Central,FUR-FUR-84538,Furniture,Furnishings,Eldon Desk Lamp,99.95,5,0.0,13.01
1991,CA-2024-2990,2024-07-04,2024-07-07,Second Class,CG-00101,Customer 101,Home Office,Chicago,Illinois,Central,OFF-ENV-48542,Office Supplies,Envelopes,Poly Envelopes,4.19,1,0.4,0.5
1992,CA-2021-2991,2021-12-30,2022-01-03,Second Class,CG-00026,Customer 026,Home Office,Minneapolis,Minnesota,Central,TEC-ACC-43731,Technology,Accessories,Plantronics Headset,179.98,4,0.5,9.11
1993,CA-2023-2992,2023-12-15,2023-12-15,Same Day,CG-00065,Customer 065,Home Office,Charlotte,North Carolina,South,OFF-PAP-42648,Office Supplies,Paper,Xerox Paper,299.88,12,0.0,78.74
1994,CA-2024-2993,2024-06-24,2024-06-28,Second Class,CG-00003,Customer 003,Consumer,Charlotte,North Carolina,South,FUR-BOO-85709,Furniture,Bookcases,Bush Classic Bookcase,1959.9,14,0.3,57.75
1995,CA-2024-2994,2024-02-20,2024-02-23,First Class,CG-00108,Customer 108,Consumer,Philadelphia,Pennsylvania,East,TEC-COP-47143,Technology,Copiers,HP Copier,7019.95,6,0.1,1357.71
1996,CA-2021-2995,2021-07-16,2021-07-16,Same Day,CG-00034,Customer 034,Corporate,Miami,Florida,South,TEC-ACC-14932,Technology,Accessories,Plantronics Headset,818.91,13,0.3,152.4
1997,CA-2024-2996,2024-02-02,2024-02-02,Same Day,CG-00095,Customer 095,Home Office,Nashville,Tennessee,South,TEC-COP-68978,Technology,Copiers,HP Copier,10399.92,10,0.2,2220.88
1998,CA-2023-2997,2023-04-17,2023-04-23,Standard Class,CG-00075,Customer 075,Consumer,New York City,New York,East,OFF-STO-20752,Office Supplies,Storage,Iris Storage Case,49.98,2,0.0,17.47
1999,CA-2022-2998,2022-03-17,2022-03-19,First Class,CG-00044,Customer 044,Home Office,Nashville,Tennessee,South,OFF-LAB-52702,Office Supplies,Labels,Avery Address Labels,6.99,1,0.3,1.51
2000,CA-2023-2999,2023-11-01,2023-11-01,Same Day,CG-00063,Customer 063,Consumer,Columbus,Ohio,Central,TEC-ACC-47235,Technology,Accessories,Plantronics Headset,971.89,12,0.1,282.28
2001,CA-2023-3000,2023-01-24,2023-01-24,Same Day,CG-00114,Customer 114,Consumer,Columbus,Ohio,Central,FUR-BOO-63546,Furniture,Bookcases,Sauder Bookcase,3149.87,14,0.1,244.65
2002,CA-2022-3001,2022-09-29,2022-10-04,Standard Class,CG-00102,Customer 102,Consumer,Miami,Florida,South,OFF-ENV-53402,Office Supplies,Envelopes,Poly Envelopes,45.44,13,0.5,3.35
2003,CA-2021-3002,2021-03-10,2021-03-13,Second Class,CG-00069,Customer 069,Consumer,Detroit,Michigan,Central,OFF-ENV-59334,Office Supplies,Envelopes,Poly Envelopes,78.29,14,0.2,22.09
2004,CA-2021-3003,2021-05-27,2021-05-27,Same Day,CG-00098,Customer 098,Home Office,Birmingham,Alabama,South,FUR-FUR-52346,Furniture,Furnishings,Eldon Desk Lamp,125.94,9,0.3,4.8
2005,CA-2021-3004,2021-06-23,2021-06-28,Standard Class,CG-00071,Customer 071,Home Office,Birmingham,Alabama,South,OFF-BIN-95003,Office Supplies,Binders,Wilson Jones Binder,59.96,4,0.0,19.12
2006,CA-2024-3005,2024-08-09,2024-08-12,First Class,CG-00045,Customer 045,Consumer,Nashville,Tennessee,South,FUR-TAB-52932,Furniture,Tables,Bretford Table,8399.93,7,0.0,107.02
2007,CA-2022-3006,2022-02-02,2022-02-02,Same Day,CG-00088,Customer 088,Corporate,Chicago,Illinois,Central,TEC-MAC-76672,Technology,Machines,Brother Fax Machine,3119.92,13,0.4,334.08
2008,CA-2022-3007,2022-05-16,2022-05-19,Second Class,CG-00026,Customer 026,Home Office,Portland,Oregon,West,OFF-ENV-21636,Office Supplies,Envelopes,Kraft Envelopes,39.92,8,0.0,10.87
2009,CA-2022-3008,2022-03-27,2022-04-02,Standard Class,CG-00111,Customer 111,Consumer,Detroit,Michigan,Central,OFF-LAB-98500,Office Supplies,Labels,Avery Labels,55.93,7,0.0,14.72
2010,CA-2023-3009,2023-03-15,2023-03-15,Same Day,CG-00066,Customer 066,Consumer,Nashville,Tennessee,South,OFF-LAB-90383,Office Supplies,Labels,Avery Address Labels,39.96,5,0.2,12.09
2011,CA-2022-3010,2022-08-08,2022-08-10,First Class,CG-00058,Customer 058,Corporate,Charlotte,North Carolina,South,FUR-TAB-61025,Furniture,Tables,Bretford Table,5759.95,8,0.4,-353.45
2012,CA-2022-3011,2022-07-31,2022-08-06,Standard Class,CG-00111,Customer 111,Consumer,Nashville,Tennessee,South,OFF-PEN-50386,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,29.95,10,0.5,3.22
2013,CA-2022-3012,2022-09-03,2022-09-08,Standard Class,CG-00099,Customer 099,Consumer,Seattle,Washington,West,FUR-CHA-94325,Furniture,Chairs,Staples Chair,3599.88,12,0.0,326.32
2014,CA-2022-3013,2022-07-23,2022-07-29,Standard Class,CG-00046,Customer 046,Corporate,Seattle,Washington,West,TEC-MAC-55010,Technology,Machines,Brother Fax Machine,1119.97,4,0.3,272.38
2015,CA-2023-3014,2023-05-16,2023-05-18,First Class,CG-00117,Customer 117,Consumer,Seattle,Washington,West,OFF-LAB-92745,Office Supplies,Labels,Avery Labels,87.89,11,0.0,29.38
2016,CA-2021-3015,2021-03-17,2021-03-19,First Class,CG-00009,Customer 009,Consumer,Philadelphia,Pennsylvania,East,OFF-STO-65235,Office Supplies,Storage,Iris Storage Case,49.98,2,0.0,14.74
2017,CA-2024-3016,2024-05-09,2024-05-09,Same Day,CG-00071,Customer 071,Home Office,Newark,New Jersey,East,TEC-ACC-68696,Technology,Accessories,Belkin Cable,155.9,13,0.2,32.0
2018,CA-2021-3017,2021-06-06,2021-06-09,First Class,CG-00058,Customer 058,Corporate,Miami,Florida,South,TEC-COP-97677,Technology,Copiers,HP Copier,1039.99,1,0.2,263.2
2019,CA-2024-3018,2024-04-10,2024-04-10,Same Day,CG-00091,Customer 091,Corporate,Newark,New Jersey,East,TEC-ACC-62968,Technology,Accessories,Logitech Keyboard,209.96,6,0.3,30.97
2020,CA-2024-3019,2024-08-07,2024-08-13,Standard Class,CG-00089,Customer 089,Home Office,Los Angeles,California,West,TEC-ACC-34370,Technology,Accessories,Belkin Cable,71.95,8,0.4,9.44
2021,CA-2021-3020,2021-02-05,2021-02-07,First Class,CG-00080,Customer 080,Home Office,Atlanta,Georgia,South,FUR-CHA-17182,Furniture,Chairs,Hon Deluxe Chair,2999.94,6,0.0,112.32
2022,CA-2021-3021,2021-06-30,2021-06-30,Same Day,CG-00063,Customer 063,Consumer,Detroit,Michigan,Central,FUR-TAB-43204,Furniture,Tables,Riverside Meeting Table,5039.94,8,0.3,151.95
2023,CA-2023-3022,2023-07-22,2023-07-24,First Class,CG-00025,Customer 025,Corporate,Minneapolis,Minnesota,Central,OFF-PEN-12187,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,71.88,12,0.0,24.62
2024,CA-2022-3023,2022-04-08,2022-04-08,Same Day,CG-00011,Customer 011,Home Office,Nashville,Tennessee,South,OFF-LAB-49642,Office Supplies,Labels,Avery Address Labels,17.98,2,0.1,3.93
2025,CA-2022-3024,2022-02-21,2022-02-23,First Class,CG-00019,Customer 019,Corporate,Minneapolis,Minnesota,Central,OFF-PAP-64841,Office Supplies,Paper,Xerox Paper,227.41,13,0.3,64.85
2026,CA-2021-3025,2021-06-10,2021-06-12,First Class,CG-00089,Customer 089,Home Office,Boston,Massachusetts,East,TEC-MAC-91607,Technology,Machines,Brother Fax Machine,5199.87,13,0.0,1384.87
2027,CA-2023-3026,2023-12-07,2023-12-09,First Class,CG-00071,Customer 071,Home Office,Charlotte,North Carolina,South,OFF-STO-59386,Office Supplies,Storage,Sterilite Storage Box,83.94,8,0.3,26.75
2028,CA-2021-3027,2021-12-31,2022-01-03,Second Class,CG-00076,Customer 076,Corporate,Portland,Oregon,West,TEC-PHO-15380,Technology,Phones,Cisco Phone,3599.88,12,0.0,1058.05
2029,CA-2023-3028,2023-12-28,2024-01-03,Standard Class,CG-00034,Customer 034,Corporate,Phoenix,Arizona,West,FUR-BOO-23473,Furniture,Bookcases,Bush Classic Bookcase,1679.92,12,0.3,153.1
2030,CA-2022-3029,2022-05-11,2022-05-18,Standard Class,CG-00009,Customer 009,Consumer,Chicago,Illinois,Central,OFF-PAP-21885,Office Supplies,Paper,Xerox Paper,39.98,2,0.2,12.54
2031,CA-2021-3030,2021-06-30,2021-07-03,Second Class,CG-00113,Customer 113,Home Office,Columbus,Ohio,Central,FUR-CHA-52038,Furniture,Chairs,Staples Chair,1199.96,4,0.0,40.16
2032,CA-2022-3031,2022-09-22,2022-09-25,First Class,CG-00069,Customer 069,Consumer,New York City,New York,East,FUR-FUR-90466,Furniture,Furnishings,Fiskars Scissors,71.93,9,0.2,7.52
2033,CA-2022-3032,2022-10-03,2022-10-06,First Class,CG-00031,Customer 031,Corporate,Columbus,Ohio,Central,OFF-BIN-34086,Office Supplies,Binders,Wilson Jones Binder,149.9,10,0.0,33.91
2034,CA-2024-3033,2024-06-11,2024-06-13,First Class,CG-00054,Customer 054,Consumer,Houston,Texas,Central,TEC-PHO-64965,Technology,Phones,Apple iPhone,899.99,2,0.4,128.1
2035,CA-2023-3034,2023-02-19,2023-02-24,Standard Class,CG-00021,Customer 021,Consumer,Chicago,Illinois,Central,TEC-PHO-80195,Technology,Phones,Samsung Galaxy,1259.98,3,0.4,149.48
2036,CA-2021-3035,2021-09-15,2021-09-18,Second Class,CG-00046,Customer 046,Corporate,Atlanta,Georgia,South,TEC-COP-29137,Technology,Copiers,HP Copier,1169.99,1,0.1,280.46
2037,CA-2023-3036,2023-10-14,2023-10-21,Standard Class,CG-00045,Customer 045,Consumer,Seattle,Washington,West,TEC-MAC-26974,Technology,Machines,Brother Fax Machine,5199.87,13,0.0,1183.96
2038,CA-2023-3037,2023-07-23,2023-07-30,Standard Class,CG-00019,Customer 019,Corporate,New York City,New York,East,TEC-COP-83250,Technology,Copiers,HP Copier,3899.97,6,0.5,410.48
2039,CA-2022-3038,2022-06-05,2022-06-09,Second Class,CG-00019,Customer 019,Corporate,Houston,Texas,Central,OFF-PEN-15858,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,35.94,6,0.0,11.18
2040,CA-2021-3039,2021-10-29,2021-10-29,Same Day,CG-00037,Customer 037,Corporate,Philadelphia,Pennsylvania,East,FUR-BOO-64854,Furniture,Bookcases,Bush Classic Bookcase,1819.91,13,0.3,240.37
2041,CA-2023-3040,2023-09-05,2023-09-08,First Class,CG-00006,Customer 006,Consumer,Newark,New Jersey,East,FUR-BOO-61398,Furniture,Bookcases,Sauder Bookcase,2399.9,12,0.2,85.52
2042,CA-2021-3041,2021-07-12,2021-07-12,Same Day,CG-00104,Customer 104,Home Office,Seattle,Washington,West,TEC-COP-59927,Technology,Copiers,HP Copier,4679.96,6,0.4,466.07
2043,CA-2024-3042,2024-06-10,2024-06-13,Second Class,CG-00085,Customer 085,Corporate,Boston,Massachusetts,East,TEC-ACC-87539,Technology,Accessories,Plantronics Headset,89.99,1,0.0,26.44
2044,CA-2022-3043,2022-02-01,2022-02-01,Same Day,CG-00107,Customer 107,Home Office,Detroit,Michigan,Central,FUR-CHA-76707,Furniture,Chairs,Staples Chair,269.99,1,0.1,14.68
2045,CA-2022-3044,2022-06-10,2022-06-12,First Class,CG-00092,Customer 092,Home Office,Columbus,Ohio,Central,FUR-CHA-70240,Furniture,Chairs,Hon Deluxe Chair,6499.87,13,0.0,965.59
2046,CA-2022-3045,2022-04-23,2022-04-25,First Class,CG-00076,Customer 076,Corporate,Houston,Texas,Central,TEC-COP-38187,Technology,Copiers,HP Copier,14299.89,11,0.0,3832.53
2047,CA-2022-3046,2022-11-10,2022-11-14,Second Class,CG-00002,Customer 002,Home Office,Minneapolis,Minnesota,Central,TEC-COP-53480,Technology,Copiers,HP Copier,9099.93,7,0.0,2128.93
2048,CA-2021-3047,2021-12-08,2021-12-10,First Class,CG-00068,Customer 068,Home Office,Phoenix,Arizona,West,FUR-CHA-38617,Furniture,Chairs,Global Chair,1052.97,3,0.1,64.26
2049,CA-2021-3048,2021-03-27,2021-03-27,Same Day,CG-00069,Customer 069,Consumer,Detroit,Michigan,Central,OFF-LAB-75848,Office Supplies,Labels,Avery Address Labels,5.99,1,0.4,0.58
2050,CA-2024-3049,2024-02-04,2024-02-08,Second Class,CG-00074,Customer 074,Home Office,Minneapolis,Minnesota,Central,OFF-PEN-20400,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,16.77,4,0.3,5.04
2051,CA-2021-3050,2021-06-16,2021-06-16,Same Day,CG-00077,Customer 077,Home Office,Phoenix,Arizona,West,TEC-COP-80444,Technology,Copiers,HP Copier,7799.94,12,0.5,1090.47
2052,CA-2021-3051,2021-06-28,2021-07-05,Standard Class,CG-00088,Customer 088,Corporate,Las Vegas,Nevada,West,OFF-PEN-95447,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,5.99,2,0.5,0.71
2053,CA-2022-3052,2022-11-17,2022-11-21,Second Class,CG-00101,Customer 101,Home Office,Houston,Texas,Central,OFF-ENV-50721,Office Supplies,Envelopes,Kraft Envelopes,5.99,2,0.4,0.73
2054,CA-2024-3053,2024-05-11,2024-05-11,Same Day,CG-00073,Customer 073,Corporate,Portland,Oregon,West,TEC-ACC-24451,Technology,Accessories,Plantronics Headset,566.94,7,0.1,153.4
2055,CA-2021-3054,2021-06-25,2021-06-27,First Class,CG-00023,Customer 023,Home Office,Chicago,Illinois,Central,FUR-BOO-50017,Furniture,Bookcases,Bush Classic Bookcase,2599.87,13,0.0,200.03
2056,CA-2023-3055,2023-04-21,2023-04-28,Standard Class,CG-00084,Customer 084,Consumer,New York City,New York,East,TEC-PHO-11062,Technology,Phones,Samsung Galaxy,8189.88,13,0.1,1428.97
2057,CA-2022-3056,2022-09-07,2022-09-12,Standard Class,CG-00057,Customer 057,Consumer,Portland,Oregon,West,TEC-COP-73697,Technology,Copiers,HP Copier,1819.99,2,0.3,352.98
2058,CA-2022-3057,2022-07-13,2022-07-13,Same Day,CG-00075,Customer 075,Consumer,Las Vegas,Nevada,West,FUR-FUR-45038,Furniture,Furnishings,Fiskars Scissors,71.93,12,0.4,-3.6
2059,CA-2021-3058,2021-10-10,2021-10-10,Same Day,CG-00096,Customer 096,Consumer,Las Vegas,Nevada,West,TEC-MAC-24035,Technology,Machines,HP Printer,5999.9,10,0.0,1509.51
2060,CA-2022-3059,2022-12-16,2022-12-16,Same Day,CG-00095,Customer 095,Home Office,Philadelphia,Pennsylvania,East,FUR-BOO-95066,Furniture,Bookcases,Sauder Bookcase,3149.87,14,0.1,278.96
2061,CA-2021-3060,2021-02-10,2021-02-10,Same Day,CG-00071,Customer 071,Home Office,Los Angeles,California,West,FUR-FUR-64628,Furniture,Furnishings,Eldon Desk Lamp,89.95,5,0.1,13.16
2062,CA-2023-3061,2023-01-30,2023-01-30,Same Day,CG-00096,Customer 096,Consumer,Miami,Florida,South,OFF-STO-72979,Office Supplies,Storage,Sterilite Storage Box,146.9,14,0.3,31.93
2063,CA-2024-3062,2024-02-27,2024-03-05,Standard Class,CG-00062,Customer 062,Home Office,Columbus,Ohio,Central,FUR-TAB-49182,Furniture,Tables,Bretford Table,1919.98,2,0.2,183.55
2064,CA-2021-3063,2021-12-05,2021-12-08,First Class,CG-00118,Customer 118,Corporate,Minneapolis,Minnesota,Central,TEC-ACC-98206,Technology,Accessories,Belkin Cable,175.38,13,0.1,39.04
2065,CA-2024-3064,2024-08-12,2024-08-15,First Class,CG-00057,Customer 057,Consumer,Nashville,Tennessee,South,OFF-LAB-86329,Office Supplies,Labels,Avery Address Labels,5.0,1,0.5,0.29
2066,CA-2022-3065,2022-10-30,2022-11-01,First Class,CG-00082,Customer 082,Corporate,Chicago,Illinois,Central,OFF-STO-96146,Office Supplies,Storage,Iris Storage Case,199.92,8,0.0,51.07
2067,CA-2023-3066,2023-04-21,2023-04-24,Second Class,CG-00099,Customer 099,Consumer,Boston,Massachusetts,East,OFF-ENV-49119,Office Supplies,Envelopes,Poly Envelopes,97.86,14,0.0,25.14
2068,CA-2023-3067,2023-01-08,2023-01-08,Same Day,CG-00085,Customer 085,Corporate,New York City,New York,East,FUR-BOO-70600,Furniture,Bookcases,Sauder Bookcase,1799.93,8,0.1,215.95
2069,CA-2024-3068,2024-06-12,2024-06-15,First Class,CG-00089,Customer 089,Home Office,Atlanta,Georgia,South,FUR-BOO-71380,Furniture,Bookcases,Sauder Bookcase,1574.94,9,0.3,102.68
2070,CA-2021-3069,2021-08-01,2021-08-05,Second Class,CG-00040,Customer 040,Corporate,Boston,Massachusetts,East,TEC-MAC-71288,Technology,Machines,Brother Fax Machine,1119.97,4,0.3,187.87
2071,CA-2021-3070,2021-10-24,2021-10-26,First Class,CG-00107,Customer 107,Home Office,Detroit,Michigan,Central,TEC-MAC-57464,Technology,Machines,Brother Fax Machine,3599.91,9,0.0,874.93
2072,CA-2023-3071,2023-04-05,2023-04-10,Standard Class,CG-00100,Customer 100,Corporate,Las Vegas,Nevada,West,FUR-TAB-95878,Furniture,Tables,Riverside Meeting Table,9359.9,13,0.2,670.22
2073,CA-2022-3072,2022-09-08,2022-09-14,Standard Class,CG-00052,Customer 052,Corporate,Miami,Florida,South,OFF-ENV-97744,Office Supplies,Envelopes,Kraft Envelopes,24.95,10,0.5,4.07
2074,CA-2024-3073,2024-11-21,2024-11-24,Second Class,CG-00092,Customer 092,Home Office,Minneapolis,Minnesota,Central,OFF-BIN-38410,Office Supplies,Binders,Wilson Jones Binder,95.94,8,0.2,25.03
2075,CA-2023-3074,2023-04-05,2023-04-10,Standard Class,CG-00025,Customer 025,Corporate,Miami,Florida,South,FUR-CHA-55604,Furniture,Chairs,Hon Deluxe Chair,4999.9,10,0.0,519.28
2076,CA-2021-3075,2021-03-22,2021-03-28,Standard Class,CG-00059,Customer 059,Home Office,Minneapolis,Minnesota,Central,FUR-FUR-88300,Furniture,Furnishings,Fiskars Scissors,20.98,3,0.3,1.09
